module_id,canonical_name,layer,category,enabled,disabled,voting,implementation_path,expected_method_from_registry,actual_method_implemented,required_inputs,canonical_structure_required,canonical_structure_used,test_cases_executed,nominal_result,expected_nominal_result,boundary_result,domain_result,missingness_result,malformed_input_result,canonical_structure_result,property_test_result,real_execution_path_result,mutation_proof_result,browser_parity_if_applicable,portfolio_behavior_if_applicable,observed_discrepancies,defect_class_if_observed,severity_if_observed,oracle_source,oracle_confidence,verification_limitations,production_change_required_to_match_current_contract,factual_result
B4.4,What-If Scenario Matrix,PROJECT,B4,YES,NO,NO,server/app/simulation/models_gov.py::run_whatif_matrix,What-If Scenario Matrix,models_gov.run_whatif_matrix (proxy: four deterministic EAC variants; not an action-by-scenario matrix or optimiser),"ac, bac, cpi, ev, spi",,,59,"computed, band Amber",value fixed by a committed hand-derived known-answer case,"5 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative","every reachable out-of-domain value contained; no upper bound on an unbounded quantity, a very large value bands better: cpi, ev",5 single-input removals exercised; no removal improved the reading,6 malformed values x 5 inputs; a null value is contained; not contained in the analytical layer but refused upstream by the numeric contract: ac='not-a-number':TypeError; ac=nan:ValueError; ac=inf:OverflowError,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; band is inside the governed four-band vocabulary; abstention carries a reader sentence,computed on compute_project,"PROVEN: comparison operators reversed (9 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,,,MATCH
B4.5,Decision Sensitivity Matrix,PROJECT,B4,NO,YES,NO,server/app/simulation/models_gov.py::run_decision_sensitivity,Decision Sensitivity Matrix,not executed: short-circuited in registry.run_module,,,,1,refused before the formula: Decision Sensitivity Matrix is disabled: it is a concept-only module with no production implementation of the analytical,"refusal, no arithmetic reached, no vote, no rollup",,,,,,,,,,,,,,registry.DISABLED_CONCEPT_ONLY and the Run 1 remediation record,HIGH,,,DISABLED_AS_DESIGNED
B4.6,Pareto Frontier Analysis,PROJECT,B4,NO,YES,NO,server/app/simulation/models_gov.py::run_pareto_frontier,Pareto Frontier Analysis,not executed: short-circuited in registry.run_module,,,,1,refused before the formula: Pareto Frontier Analysis is disabled: it is a concept-only module with no production implementation of the analytical st,"refusal, no arithmetic reached, no vote, no rollup",,,,,,,,,,,,,,registry.DISABLED_CONCEPT_ONLY and the Run 1 remediation record,HIGH,,,DISABLED_AS_DESIGNED
B4.7,Regret Minimization Index,PROJECT,B4,YES,NO,NO,server/app/simulation/models_gov.py::run_regret_minimization,Regret Minimization Index,models_gov.run_regret_minimization,,,,4,"ABSTAINED: Insufficient data: no set of courses of action scored against defined future states is held for this project, so there is no worst case per course to compare an",value fixed by a committed hand-derived known-answer case,"0 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative",every reachable out-of-domain value contained,0 single-input removals exercised; no removal improved the reading,6 malformed values x 0 inputs; a null value is contained,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; abstention carries a reader sentence,"abstained on compute_project, reason recorded",UNCONDITIONAL_ABSTENTION_NO_FAULT_POSSIBLE: no fault site exists,recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py, test_run7_fix_now_defects.py",MEDIUM,,,MATCH
C1.1,Missing Data Index,PROJECT,C1,YES,NO,NO,server/app/simulation/models_dq.py::run_missing_data_index,Missing Data Index,models_dq.run_missing_data_index,,,,4,"computed, band Green",value fixed by a committed hand-derived known-answer case,"0 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative",every reachable out-of-domain value contained,0 single-input removals exercised; no removal improved the reading,6 malformed values x 0 inputs; a null value is contained,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; band is inside the governed four-band vocabulary; abstention carries a reader sentence,computed on compute_project,"PROVEN: comparison operators reversed (3 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,,,MATCH
C1.2,Data Timeliness Score,PROJECT,C1,YES,NO,NO,server/app/simulation/models_dq.py::run_data_timeliness,Data Timeliness Score,models_dq.run_data_timeliness,docDate,,,11,"computed, band Green",value fixed by a committed hand-derived known-answer case,"0 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative",every reachable out-of-domain value contained,1 single-input removals exercised; no removal improved the reading,6 malformed values x 1 inputs; a null value is contained,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; band is inside the governed four-band vocabulary; abstention carries a reader sentence,computed on compute_project,"PROVEN: comparison operators reversed (4 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,,,MATCH
C1.3,Source Reliability Weighting,PROJECT,C1,YES,NO,NO,server/app/simulation/models_dq.py::run_source_reliability,Source Reliability Weighting,models_dq.run_source_reliability,sources,,,4,ABSTAINED: Insufficient data: upload required documents,value fixed by a committed hand-derived known-answer case,"0 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative",every reachable out-of-domain value contained,0 single-input removals exercised; no removal improved the reading,6 malformed values x 0 inputs; a null value is contained,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; abstention carries a reader sentence,"abstained on compute_project, reason recorded","PROVEN: every branch guard inverted (3 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,,,MATCH
C1.4,Audit Trail Completeness,PROJECT,C1,YES,NO,NO,server/app/simulation/models_dq.py::run_audit_trail,Audit Trail Completeness,models_dq.run_audit_trail,events,,,4,ABSTAINED: Insufficient data: upload required documents,value fixed by a committed hand-derived known-answer case,"0 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative",every reachable out-of-domain value contained,0 single-input removals exercised; no removal improved the reading,6 malformed values x 0 inputs; a null value is contained,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; abstention carries a reader sentence,"abstained on compute_project, reason recorded","PROVEN: every branch guard inverted (3 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,,,MATCH
C1.5,Information Completeness Ratio,PROJECT,C1,YES,NO,NO,server/app/simulation/models_dq.py::run_info_completeness,Information Completeness Ratio,models_dq.run_info_completeness,sources,,,4,"computed, band Green",value fixed by a committed hand-derived known-answer case,"0 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative",every reachable out-of-domain value contained,0 single-input removals exercised; no removal improved the reading,6 malformed values x 0 inputs; a null value is contained,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; band is inside the governed four-band vocabulary; abstention carries a reader sentence,computed on compute_project,"PROVEN: comparison operators reversed (3 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,,,MATCH
C1.6,Cross-document Consistency Score,PROJECT,C1,YES,NO,NO,server/app/simulation/models_dq.py::run_cross_doc_consistency,Cross-document Consistency Score,models_dq.run_cross_doc_consistency,"ac, actualPctComplete, bac, cpi, ev, pv, spi",,,81,"computed, band Amber",value fixed by a committed hand-derived known-answer case,"7 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative",every reachable out-of-domain value contained,"7 single-input removals exercised; removal improved the reading: actualPctComplete->Green, bac->Green",6 malformed values x 7 inputs; a null value is contained; not contained in the analytical layer but refused upstream by the numeric contract: ac='not-a-number':TypeError; ac=[]:TypeError; ac={}:TypeError,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; band is inside the governed four-band vocabulary; abstention carries a reader sentence,computed on compute_project,"PROVEN: comparison operators reversed (7 sites, isolated copy)",recorded by the Gate 10 pass,,"removing evidence improved the reading: actualPctComplete->Green, bac->Green","removing evidence improved the reading: actualPctComplete->Green, bac->Green",ADVISORY ONLY,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,,,MISMATCH
C1.7,Reporting Frequency Index,PROJECT,C1,YES,NO,NO,server/app/simulation/models_dq.py::run_reporting_frequency,Reporting Frequency Index,models_dq.run_reporting_frequency,events,,,4,ABSTAINED: Insufficient data: upload required documents,value fixed by a committed hand-derived known-answer case,"0 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative",every reachable out-of-domain value contained,0 single-input removals exercised; no removal improved the reading,6 malformed values x 0 inputs; a null value is contained,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; abstention carries a reader sentence,"abstained on compute_project, reason recorded","PROVEN: every branch guard inverted (3 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,,,MATCH
D1.1,Isolation Forest,PORTFOLIO,D1,YES,NO,NO,server/app/simulation/portfolio.py,Isolation Forest,portfolio.compute_portfolio: Mahalanobis distance of this project from the portfolio centroid against a threshold of the mean distance plus 1.5 times the summed deviations,"a list of projects each carrying cpi, spi, docRiskScore and actualPctComplete, the current project id, and the period history",a portfolio of three or more projects,the project list itself,20,,"NOT INDEPENDENTLY ESTABLISHED: the 1.5 multiplier and the 0.7 and 0.4 band fractions have no cited source, and there is no reference population against which an anomaly threshold could be derived","zero, one, two, four and identical-project portfolios exercised",exercised through the Gate 5 pass,a project without both indices leaves the population; a reported zero index stays in it as a measurement,a null portfolio abstains; a portfolio with no current project id is refused outright,"the guard as written admits two projects while its message says three; reproduced from the validated source and recorded, not corrected",deterministic on identical input; stable result ordering; no project counted twice; no feedback into project status,computed only by portfolio.compute_portfolio; registry.run_module refuses the id on the single-project path,Gate 5 checks are hand-derived and were confirmed able to fail: the D1.4 self-count and the D1.3 interval divisor each turn red on a changed expectation,no participant surface renders a portfolio module,"denominator is the count of projects carrying both indices, each counted once; zero and one-project portfolios abstain; a project without signal data leaves the population rather than entering it as neutral; deterministic on identical input; no feedback into project status or the voting set",,,,"contract oracle only: aggregation, denominator and abstention semantics",LOW,"the anomaly threshold constants are unsourced, so the distance can be reproduced but the band cannot be judged",,NOT_TESTABLE
D1.2,Portfolio Outlier Detection,PORTFOLIO,D1,YES,NO,NO,server/app/simulation/portfolio.py,Portfolio Outlier Detection,"portfolio.compute_portfolio: empirical percentile rank of this project's cost and schedule indices within the portfolio, and their mean","a list of projects each carrying cpi, spi, docRiskScore and actualPctComplete, the current project id, and the period history",a portfolio of three or more projects,the project list itself,20,,"50 per cent on both indices for the designed portfolio, counted by hand","zero, one, two, four and identical-project portfolios exercised",exercised through the Gate 5 pass,a project without both indices leaves the population; a reported zero index stays in it as a measurement,a null portfolio abstains; a portfolio with no current project id is refused outright,"the guard as written admits two projects while its message says three; reproduced from the validated source and recorded, not corrected",deterministic on identical input; stable result ordering; no project counted twice; no feedback into project status,computed only by portfolio.compute_portfolio; registry.run_module refuses the id on the single-project path,Gate 5 checks are hand-derived and were confirmed able to fail: the D1.4 self-count and the D1.3 interval divisor each turn red on a changed expectation,no participant surface renders a portfolio module,"percentiles counted by hand on a four-project portfolio and matched exactly; denominator is the population size, not the number of better performers",,,,independent hand count of the rank definition,HIGH,"small-n behaviour of a percentile over four projects is arithmetically exact but analytically weak, as the module's own proxy qualifier states",,MATCH
D1.3,Signal Trajectory Classifier,PORTFOLIO,D1,YES,NO,NO,server/app/simulation/portfolio.py,Signal Trajectory Classifier,portfolio.compute_portfolio: change in cost performance per interval across the last three periods,"a list of projects each carrying cpi, spi, docRiskScore and actualPctComplete, the current project id, and the period history",a portfolio of three or more projects,the project list itself,20,,"0.1 per period for 0.9, 1.0, 1.1, derived by hand","zero, one, two, four and identical-project portfolios exercised",exercised through the Gate 5 pass,a project without both indices leaves the population; a reported zero index stays in it as a measurement,a null portfolio abstains; a portfolio with no current project id is refused outright,"the guard as written admits two projects while its message says three; reproduced from the validated source and recorded, not corrected",deterministic on identical input; stable result ordering; no project counted twice; no feedback into project status,computed only by portfolio.compute_portfolio; registry.run_module refuses the id on the single-project path,Gate 5 checks are hand-derived and were confirmed able to fail: the D1.4 self-count and the D1.3 interval divisor each turn red on a changed expectation,no participant surface renders a portfolio module,"abstains BY ABSENCE with no usable history rather than appearing with a colour; a flat history is exactly zero; the slope divides by intervals, not observations",,,,independent derivation of a slope over intervals,HIGH,band boundaries at 0.01 and minus 0.03 have no cited source,,MATCH
D1.4,Cross-project Pattern Detector,PORTFOLIO,D1,YES,NO,NO,server/app/simulation/portfolio.py,Cross-project Pattern Detector,"portfolio.compute_portfolio: count of other projects within a fixed radius, banded by their mean cost index","a list of projects each carrying cpi, spi, docRiskScore and actualPctComplete, the current project id, and the period history",a portfolio of three or more projects,the project list itself,20,,"three for four identical projects, derived by hand","zero, one, two, four and identical-project portfolios exercised",exercised through the Gate 5 pass,a project without both indices leaves the population; a reported zero index stays in it as a measurement,a null portfolio abstains; a portfolio with no current project id is refused outright,"the guard as written admits two projects while its message says three; reproduced from the validated source and recorded, not corrected",deterministic on identical input; stable result ordering; no project counted twice; no feedback into project status,computed only by portfolio.compute_portfolio; registry.run_module refuses the id on the single-project path,Gate 5 checks are hand-derived and were confirmed able to fail: the D1.4 self-count and the D1.3 interval divisor each turn red on a changed expectation,no participant surface renders a portfolio module,"this project is never counted as similar to itself, proved on four identical projects giving three; adding one project inside the radius raises the count by exactly one; at a hand-computed distance of exactly the radius, binary rounding decides membership",,,,independent derivation of the count definition,MEDIUM,"the 0.15 radius is unsourced and the comparison is exact, so a project at exactly the radius is decided by floating point rather than by the definition",,MATCH
D1.5,Anomaly Score,PORTFOLIO,D1,YES,NO,NO,server/app/simulation/portfolio.py,Anomaly Score,"portfolio.compute_portfolio: mean of the terms actually measured, being the anomaly score and one minus the composite percentile, plus the trend term only when a history exists","a list of projects each carrying cpi, spi, docRiskScore and actualPctComplete, the current project id, and the period history",a portfolio of three or more projects,the project list itself,20,,"the mean of the two measured terms, recomputed independently from the two reported components","zero, one, two, four and identical-project portfolios exercised",exercised through the Gate 5 pass,a project without both indices leaves the population; a reported zero index stays in it as a measurement,a null portfolio abstains; a portfolio with no current project id is refused outright,"the guard as written admits two projects while its message says three; reproduced from the validated source and recorded, not corrected",deterministic on identical input; stable result ordering; no project counted twice; no feedback into project status,computed only by portfolio.compute_portfolio; registry.run_module refuses the id on the single-project path,Gate 5 checks are hand-derived and were confirmed able to fail: the D1.4 self-count and the D1.3 interval divisor each turn red on a changed expectation,no participant surface renders a portfolio module,with no history the mean is over exactly two measured terms and no placeholder third term enters it,,,,independent recomputation of the mean from its published components,MEDIUM,"the band boundaries at 0.70, 0.50 and 0.30 have no cited source",,MATCH
